benchmark,distribution,condition_axis,condition,model_key,model_label,method,metric,value,standard_error,higher_is_better,unit,source_path
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),attack_success_rate,4.17,0.88,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),safe_concept_relevance,1.94,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),instruction_relevance,0.56,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),fluency,1.64,0.04,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),overall_steering,0.56,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,Original,attack_success_rate,10.83,2.26,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,Original,safe_concept_relevance,1.91,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,Original,instruction_relevance,0.56,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,Original,fluency,1.48,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,Original,overall_steering,0.53,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,attack_success_rate,11.25,2.49,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,safe_concept_relevance,1.97,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,instruction_relevance,0.65,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,fluency,1.47,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,A-LQR,overall_steering,0.6,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),attack_success_rate,2.5,1.11,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),safe_concept_relevance,1.96,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),instruction_relevance,0.58,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),fluency,1.6,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama32_3b,Llama-3.2-3B-Instruct,H∞ (ours),overall_steering,0.58,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,Original,attack_success_rate,15.83,4.02,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,Original,safe_concept_relevance,1.83,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,Original,instruction_relevance,1.06,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,Original,fluency,1.73,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,Original,overall_steering,0.98,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,attack_success_rate,15.83,3.82,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,safe_concept_relevance,1.76,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,instruction_relevance,1.32,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,fluency,1.77,0.04,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,overall_steering,1.24,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),attack_success_rate,3.33,1.84,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),safe_concept_relevance,1.94,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),instruction_relevance,0.99,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),fluency,1.76,0.04,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,id,attack_template,Direct,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),overall_steering,1.0,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,Original,attack_success_rate,23.33,2.08,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,Original,safe_concept_relevance,1.8,0.05,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,Original,instruction_relevance,0.52,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,Original,fluency,1.39,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,Original,overall_steering,0.37,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,attack_success_rate,15.0,3.24,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,safe_concept_relevance,1.87,0.03,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,instruction_relevance,0.68,0.1,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,fluency,1.44,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,overall_steering,0.6,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),attack_success_rate,1.67,1.11,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),safe_concept_relevance,1.98,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),instruction_relevance,0.31,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),fluency,0.87,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,John persona,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),overall_steering,0.31,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,Original,attack_success_rate,14.17,4.31,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,Original,safe_concept_relevance,1.83,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,Original,instruction_relevance,0.42,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,Original,fluency,1.43,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,Original,overall_steering,0.34,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,attack_success_rate,11.67,4.68,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,safe_concept_relevance,1.88,0.04,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,instruction_relevance,0.58,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,fluency,1.46,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,overall_steering,0.54,0.1,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),attack_success_rate,0.0,0.0,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),safe_concept_relevance,1.98,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),instruction_relevance,0.33,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),fluency,0.9,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,DNE nonresponse,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),overall_steering,0.32,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,Original,attack_success_rate,9.17,2.62,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,Original,safe_concept_relevance,1.78,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,Original,instruction_relevance,0.44,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,Original,fluency,1.39,0.11,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,Original,overall_steering,0.32,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,attack_success_rate,7.5,2.62,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,safe_concept_relevance,1.87,0.04,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,instruction_relevance,0.58,0.11,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,fluency,1.48,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,overall_steering,0.55,0.1,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),attack_success_rate,0.0,0.0,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),safe_concept_relevance,1.95,0.04,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),instruction_relevance,0.31,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),fluency,0.88,0.1,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,Jailbreak Bot,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),overall_steering,0.28,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,Original,attack_success_rate,15.0,4.78,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,Original,safe_concept_relevance,1.77,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,Original,instruction_relevance,0.45,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,Original,fluency,1.49,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,Original,overall_steering,0.33,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,attack_success_rate,9.17,3.15,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,safe_concept_relevance,1.86,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,instruction_relevance,0.67,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,fluency,1.46,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,overall_steering,0.63,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),attack_success_rate,0.0,0.0,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),safe_concept_relevance,1.95,0.04,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),instruction_relevance,0.29,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),fluency,0.88,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,YOJA/Nona roleplay,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),overall_steering,0.28,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,Original,attack_success_rate,11.67,3.56,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,Original,safe_concept_relevance,1.77,0.06,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,Original,instruction_relevance,0.42,0.1,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,Original,fluency,1.38,0.11,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,Original,overall_steering,0.34,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,attack_success_rate,10.83,3.06,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,safe_concept_relevance,1.85,0.04,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,instruction_relevance,0.62,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,fluency,1.41,0.08,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,A-LQR,overall_steering,0.55,0.1,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),attack_success_rate,0.83,0.83,false,percent,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),safe_concept_relevance,1.98,0.02,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),instruction_relevance,0.3,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),fluency,0.88,0.09,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
harmful,ood,attack_template,APM programmer,llama31_8b,Llama-3.1-8B-Instruct,H∞ (ours),overall_steering,0.28,0.07,true,score_0_2,figs/bench_table/harmful/harmbench_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,Original,accuracy,71.0,4.1,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,Original,instruction_relevance,1.8,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,Original,fluency,1.71,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,A-LQR,accuracy,20.0,2.6,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,A-LQR,spanish_relevance,1.98,0.02,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,A-LQR,instruction_relevance,1.53,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,A-LQR,fluency,1.15,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,H∞ (ours),accuracy,51.0,3.5,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,H∞ (ours),spanish_relevance,2.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,H∞ (ours),instruction_relevance,1.87,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Chinese,qwen3_4b,Qwen3-4B,H∞ (ours),fluency,1.52,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,Original,accuracy,60.0,4.5,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,Original,instruction_relevance,1.93,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,Original,fluency,1.7,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,A-LQR,accuracy,29.0,5.0,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,A-LQR,spanish_relevance,1.94,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,A-LQR,instruction_relevance,1.62,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,A-LQR,fluency,1.11,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,H∞ (ours),accuracy,48.0,4.7,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,H∞ (ours),spanish_relevance,1.96,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,H∞ (ours),instruction_relevance,1.96,0.02,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,French,qwen3_4b,Qwen3-4B,H∞ (ours),fluency,1.42,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,Original,accuracy,56.0,4.8,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,Original,instruction_relevance,1.8,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,Original,fluency,1.64,0.04,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,A-LQR,accuracy,32.0,2.5,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,A-LQR,spanish_relevance,1.84,0.06,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,A-LQR,instruction_relevance,1.63,0.06,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,A-LQR,fluency,1.01,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,H∞ (ours),accuracy,40.0,4.9,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,H∞ (ours),spanish_relevance,1.98,0.02,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,H∞ (ours),instruction_relevance,1.71,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Japanese,qwen3_4b,Qwen3-4B,H∞ (ours),fluency,1.2,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,Original,accuracy,15.0,4.3,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,Original,spanish_relevance,0.0,0.0,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,Original,instruction_relevance,1.43,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,Original,fluency,1.23,0.05,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,A-LQR,accuracy,12.0,3.6,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,A-LQR,spanish_relevance,1.4,0.09,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,A-LQR,instruction_relevance,1.32,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,A-LQR,fluency,0.97,0.03,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,H∞ (ours),accuracy,14.0,3.7,true,percent,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,H∞ (ours),spanish_relevance,0.92,0.12,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
mgsm,ood,language,Swahili,qwen3_4b,Qwen3-4B,H∞ (ours),instruction_relevance,1.44,0.07,true,score_0_2,figs/bench_table/mgsm/mgsm_full.md
